date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:02	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:03%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Inconsolata/Inconsolata-VariableFont_wdth,wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Inconsolata/Inconsolata-VariableFont_wdth,wght.woff2	(from https://trace-it.nl/)
15:32:03	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:03%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/inter/InterVariable.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/inter/InterVariable.woff2	(from https://trace-it.nl/)
15:32:03	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:03%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Jost/Jost-VariableFont_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Jost/Jost-VariableFont_wght.woff2	(from https://trace-it.nl/)
15:32:03	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:04%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Karla/Karla-VariableFont_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Karla/Karla-VariableFont_wght.woff2	(from https://trace-it.nl/)
15:32:03	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:04%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Koulen/Koulen-Regular.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Koulen/Koulen-Regular.woff2	(from https://trace-it.nl/)
15:32:04	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:04%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/manrope/manrope_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/manrope/manrope_wght.woff2	(from https://trace-it.nl/)
15:32:04	18408/18408	---M--	200	added ('OK')	font/woff2	etag:%220l1-ojgnjd004-lnk23k1-6ulbqs%22	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/marcellus/marcellus_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/marcellus/marcellus_wght.woff2	(from https://trace-it.nl/)
15:32:04	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:04%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Mulish/Mulish-VariableFont_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Mulish/Mulish-VariableFont_wght.woff2	(from https://trace-it.nl/)
15:32:04	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:05%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/NotoSerifDisplay/NotoSerifDisplay-VariableFont_wdth,wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/NotoSerifDisplay/NotoSerifDisplay-VariableFont_wdth,wght.woff2	(from https://trace-it.nl/)
15:32:04	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:05%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Oswald/Oswald-VariableFont_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Oswald/Oswald-VariableFont_wght.woff2	(from https://trace-it.nl/)
15:32:05	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:05%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/RadioCanada/RadioCanada-VariableFont_wdth,wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/RadioCanada/RadioCanada-VariableFont_wdth,wght.woff2	(from https://trace-it.nl/)
15:32:05	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:05%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/RobotoFlex/RobotoFlex-VariableFont_GRAD,XTRA,YOPQ,YTAS,YTDE,YTFI,YTLC,YTUC,opsz,slnt,wdth,wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/RobotoFlex/RobotoFlex-VariableFont_GRAD,XTRA,YOPQ,YTAS,YTDE,YTFI,YTLC,YTUC,opsz,slnt,wdth,wght.woff2	(from https://trace-it.nl/)
15:32:05	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:05%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Rubik/Rubik-VariableFont_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Rubik/Rubik-VariableFont_wght.woff2	(from https://trace-it.nl/)
15:32:05	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:06%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/SourceSerif4/SourceSerif4-VariableFont_opsz,wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/SourceSerif4/SourceSerif4-VariableFont_opsz,wght.woff2	(from https://trace-it.nl/)
15:32:06	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:06%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/SpaceMono/SpaceMono-Regular.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/SpaceMono/SpaceMono-Regular.woff2	(from https://trace-it.nl/)
15:32:06	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:06%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/SpaceMono/SpaceMono-Bold.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/SpaceMono/SpaceMono-Bold.woff2	(from https://trace-it.nl/)
15:32:06	34/34	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2026%20Jun%202025%2013:32:06%20GMT	https://trace-it.nl/wp-content/themes/extendable/assets/fonts/Montserrat/Montserrat-VariableFont_wght.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/themes/extendable/assets/fonts/Montserrat/Montserrat-VariableFont_wght.woff2	(from https://trace-it.nl/)
15:32:06	47212/47212	---M--	200	added ('OK')	font/woff2	etag:%220l1-tgaorp001-hksbkj1-4fl7p6%22	https://trace-it.nl/wp-content/uploads/fonts/pxiGyp8kv8JHgFVrLPTecnFBGPaTSQ.woff2	C:/Users/nisi/Documents/Websites/Trace-IT/trace-it.nl/wp-content/uploads/fonts/pxiGyp8kv8JHgFVrLPTecnFBGPaTSQ.woff2	(from https://trace-it.nl/)
